Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Data Analyst,$43K-$63K (Glassdoor est.),"Data Analyst
Location: Austin, TX

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",2.7,"IBM
2.7","Austin, TX","Arlington, VA",1 to 50 employees,-1,Nonprofit Organization,Internet,Information Technology,Unknown / Non-Applicable,"Lockheed Martin, Novartis",0,0,43,63,53.0,"IBM
",TX,0,-1,0,0,0,0,0
Senior Data Scientist,$110K-$178K (Glassdoor est.),"Senior Data Scientist
Location: Austin, TX

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.8,"Amazon
3.8","Austin, TX","Austin, TX",1 to 50 employees,1864,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,110,178,144.0,"Amazon
",TX,0,156,1,0,0,0,0
Senior Data Scientist,$89K-$168K (Glassdoor est.),"Senior Data Scientist
Location: Tampa, FL

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.1,"Takeda
3.1","Tampa, FL","Tampa, FL",1 to 50 employees,1982,Other Organization,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,89,168,128.5,"Takeda
",FL,1,38,0,0,0,0,1
Data Analyst,$57K-$94K (Glassdoor est.),"Data Analyst
Location: San Jose, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.9,"IBM
4.9","San Jose, CA","Goleta, CA",1 to 50 employees,1835,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),-1,0,0,57,94,75.5,"IBM
",CA,1,185,0,0,0,0,0
Senior Data Scientist,$82K-$143K (Glassdoor est.),"Senior Data Scientist
Location: Cambridge, MA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.8,"Affinity Solutions
3.8","Cambridge, MA","Arlington, VA",5001 to 10000 employees,1876,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1,0,0,82,143,112.5,"Affinity Solutions
",MA,0,144,0,0,0,1,0
Data Scientist,$80K-$120K (Glassdoor est.),"Data Scientist
Location: San Francisco, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.0,"IBM
4.0","San Francisco, CA","Seattle, WA",501 to 1000 employees,1942,Company - Private,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,80,120,100.0,"IBM
",CA,0,78,0,0,0,0,1
Data Scientist,$91K-$142K (Glassdoor est.),"Data Scientist
Location: Cambridge, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.7,"Amazon
4.7","Cambridge, MA","Cambridge, MA",51 to 200 employees,1882,Other Organization,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1,0,0,91,142,116.5,"Amazon
",MA,1,138,1,0,0,0,0
Data Scientist,$72K-$127K (Glassdoor est.),"Data Scientist
Location: Dallas, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.8,"Amazon
3.8","Dallas, TX","Arlington, VA",1 to 50 employees,1998,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),-1,0,0,72,127,99.5,"Amazon
",TX,0,22,1,0,0,0,1
Director of Data Science,$111K-$210K (Glassdoor est.),"Director of Data Science
Location: New York, NY

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",3.7,"MassMutual
3.7","New York, NY","New York, NY",51 to 200 employees,1844,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,111,210,160.5,"MassMutual
",NY,1,176,1,0,0,1,0
Director of Data Science,$136K-$213K (Glassdoor est.),"Director of Data Science
Location: San Francisco, CA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.0,"Pfizer
4.0","San Francisco, CA","Albuquerque, NM",1 to 50 employees,1878,Other Organization,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,136,213,174.5,"Pfizer
",CA,0,142,1,0,0,0,0
Healthcare Data Scientist,$52K-$84K (Glassdoor est.),"Healthcare Data Scientist
Location: New York, NY

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",2.6,"Pfizer
2.6","New York, NY","Richland, WA",5001 to 10000 employees,1920,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"CyrusOne, Pfizer",0,0,52,84,68.0,"Pfizer
",NY,0,100,0,0,0,0,1
Director of Data Science,$147K-$253K (Glassdoor est.),"Director of Data Science
Location: Goleta, CA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.4,"University of Maryland Medical System
3.4","Goleta, CA","New York, NY",5001 to 10000 employees,1915,Other Organization,IT Services,Information Technology,$500 million to $1 billion (USD),-1,0,0,147,253,200.0,"University of Maryland Medical System
",CA,0,105,0,0,0,0,0
Healthcare Data Scientist,$31-$54 Per Hour(Glassdoor est.),"Healthcare Data Scientist
Location: San Francisco, CA

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.2,"KnowBe4
3.2","San Francisco, CA","Goleta, CA",5001 to 10000 employees,1941,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Walmart, Amazon",1,0,62,108,85.0,"KnowBe4
",CA,1,79,0,0,0,0,1
Data Scientist,$25-$34 Per Hour(Glassdoor est.),"Data Scientist
Location: Austin, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.5,"Logic20/20
3.5","Austin, TX","Austin, TX",5001 to 10000 employees,1833,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,1,0,50,68,59.0,"Logic20/20
",TX,0,187,0,0,0,0,0
Senior Data Scientist,$95K-$165K (Glassdoor est.),"Senior Data Scientist
Location: Seattle, WA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.6,"KnowBe4
3.6","Seattle, WA","Albuquerque, NM",5001 to 10000 employees,1925,Nonprofit Organization,Advertising & Marketing,Business Services,$10+ billion (USD),-1,0,0,95,165,130.0,"KnowBe4
",WA,0,95,0,0,0,1,0
Research Scientist,$99K-$156K (Glassdoor est.),"Research Scientist
Location: San Jose, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",4.2,"Liberty Mutual
4.2","San Jose, CA","San Francisco, CA",1 to 50 employees,1954,Government,Security Services,Business Services,Unknown / Non-Applicable,-1,0,0,99,156,127.5,"Liberty Mutual
",CA,0,66,0,0,0,1,1
Machine Learning Engineer,$101K-$155K (Glassdoor est.),"Machine Learning Engineer
Location: Chicago, IL

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.7,"Blue Cross Blue Shield
3.7","Chicago, IL","New York, NY",201 to 500 employees,1908,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,0,0,101,155,128.0,"Blue Cross Blue Shield
",IL,0,112,1,0,0,0,1
Data Scientist,$128K-$192K (Glassdoor est.),"Data Scientist
Location: Chicago, IL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.9,"Affinity Solutions
3.9","Chicago, IL","Baltimore, MD",1001 to 5000 employees,1933,Other Organization,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,128,192,160.0,"Affinity Solutions
",IL,0,87,1,0,0,0,1
Data Scientist,$31-$51 Per Hour(Glassdoor est.),"Data Scientist
Location: Dallas, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.3,"Gallup
3.3","Dallas, TX","Clearwater, FL",501 to 1000 employees,1938,Other Organization,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),"Numerator, Reynolds American",1,0,62,102,82.0,"Gallup
",TX,0,82,1,0,0,0,0
Data Scientist,$98K-$156K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",3.4,"IBM
3.4","Goleta, CA","Albuquerque, NM",501 to 1000 employees,1935,Government,IT Services,Information Technology,$10 to $25 million (USD),-1,0,0,98,156,127.0,"IBM
",CA,0,85,0,0,1,0,1
Data Engineer,$89K-$150K (Glassdoor est.),"Data Engineer
Location: Richland, WA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",2.9,"University of Maryland Medical System
2.9","Richland, WA","Richland, WA",1001 to 5000 employees,1991,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0,0,89,150,119.5,"University of Maryland Medical System
",WA,1,29,1,0,1,0,0
Director of Data Science,$137K-$220K (Glassdoor est.),"Director of Data Science
Location: Boston, MA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.3,"CyrusOne
4.3","Boston, MA","Linthicum, MD",5001 to 10000 employees,1870,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),-1,0,0,137,220,178.5,"CyrusOne
",MA,0,150,1,0,0,0,1
Data Analyst,$56K-$93K (Glassdoor est.),"Data Analyst
Location: Arlington, VA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",-1.0,Takeda,"Arlington, VA","Arlington, VA",1 to 50 employees,1905,Other Organization,Insurance Carriers,Insurance,$1 to $5 million (USD),-1,0,0,56,93,74.5,Takeda,VA,1,115,1,0,0,0,0
Director of Data Science,$127K-$238K (Glassdoor est.),"Director of Data Science
Location: Chicago, IL

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.1,"Affinity Solutions
4.1","Chicago, IL","Austin, TX",201 to 500 employees,2003,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),"Rochester Regional Health, Novartis",0,0,127,238,182.5,"Affinity Solutions
",IL,0,17,0,0,0,0,1
Data Engineer,$59K-$100K (Glassdoor est.),"Data Engineer
Location: Chicago, IL

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",3.6,"MassMutual
3.6","Chicago, IL","Seattle, WA",201 to 500 employees,1931,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"PNNL, Tecolote Research",0,0,59,100,79.5,"MassMutual
",IL,0,89,0,0,1,0,1
Data Scientist,$102K-$155K (Glassdoor est.),"Data Scientist
Location: Dallas, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",3.5,"Walmart
3.5","Dallas, TX","Arlington, VA",5001 to 10000 employees,2000,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,102,155,128.5,"Walmart
",TX,0,20,1,0,1,0,1
Data Analyst,$61K-$106K (Glassdoor est.),"Data Analyst
Location: Goleta, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.2,"Affinity Solutions
3.2","Goleta, CA","Arlington, VA",51 to 200 employees,1989,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1,0,0,61,106,83.5,"Affinity Solutions
",CA,0,31,0,0,0,0,1
Senior Data Scientist,$117K-$186K (Glassdoor est.),"Senior Data Scientist
Location: Chicago, IL

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.2,"KnowBe4
3.2","Chicago, IL","New York, NY",201 to 500 employees,1986,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",$1 to $5 million (USD),-1,0,0,117,186,151.5,"KnowBe4
",IL,0,34,0,0,0,0,0
Data Engineer,$80K-$146K (Glassdoor est.),"Data Engineer
Location: Boston, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.1,"Liberty Mutual
4.1","Boston, MA","Cambridge, MA",5001 to 10000 employees,1936,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,"Gallup, Blue Cross Blue Shield",0,0,80,146,113.0,"Liberty Mutual
",MA,1,84,0,0,0,0,0
Lead Data Scientist,$120K-$176K (Glassdoor est.),"Lead Data Scientist
Location: Goleta, CA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",3.1,"Novartis
3.1","Goleta, CA","San Francisco, CA",501 to 1000 employees,1954,Company - Public,Security Services,Business Services,$10+ billion (USD),"Visa, University of Maryland Medical System",0,0,120,176,148.0,"Novartis
",CA,1,66,1,0,1,0,0
Data Scientist,Employer Provided Salary:$84K-$122K,"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.9,"Numerator
3.9","New York, NY","New York, NY",51 to 200 employees,1839,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0,1,84,122,103.0,"Numerator
",NY,1,181,0,0,0,1,0
Data Engineer,$64K-$97K (Glassdoor est.),"Data Engineer
Location: Boston, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",4.5,"University of Maryland Medical System
4.5","Boston, MA","Cambridge, MA",1 to 50 employees,1902,Government,Advertising & Marketing,Business Services,$50 to $100 million (USD),-1,0,0,64,97,80.5,"University of Maryland Medical System
",MA,1,118,1,0,0,1,1
Data Scientist,$76K-$134K (Glassdoor est.),"Data Scientist
Location: Dallas, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",3.5,"ClearOne Advantage
3.5","Dallas, TX","Albuquerque, NM",10000+ employees,1923,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,76,134,105.0,"ClearOne Advantage
",TX,0,97,0,0,1,0,1
Data Engineer,$96K-$148K (Glassdoor est.),"Data Engineer
Location: Arlington, VA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.5,"University of Maryland Medical System
3.5","Arlington, VA","Arlington, VA",1001 to 5000 employees,1865,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,96,148,122.0,"University of Maryland Medical System
",VA,0,155,0,0,0,1,0
Data Scientist,$120K-$169K (Glassdoor est.),"Data Scientist
Location: Arlington, VA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.9,"Pfizer
3.9","Arlington, VA","Clearwater, FL",10000+ employees,1928,Nonprofit Organization,Security Services,Business Services,$10+ billion (USD),"Liberty Mutual, CyrusOne",0,0,120,169,144.5,"Pfizer
",VA,0,92,1,0,0,0,0
Data Scientist,$85K-$135K (Glassdoor est.),"Data Scientist
Location: Arlington, VA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",4.3,"Walmart
4.3","Arlington, VA","Arlington, VA",51 to 200 employees,1932,Nonprofit Organization,Security Services,Business Services,Unknown / Non-Applicable,-1,0,0,85,135,110.0,"Walmart
",VA,1,88,1,0,1,0,0
Data Scientist,$73K-$101K (Glassdoor est.),"Data Scientist
Location: Baltimore, MD

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.2,"Pfizer
4.2","Baltimore, MD","Chicago, IL",1 to 50 employees,1962,Government,Internet,Information Technology,$1 to $2 billion (USD),-1,0,0,73,101,87.0,"Pfizer
",MD,0,58,0,0,0,0,1
Data Scientist,$68K-$125K (Glassdoor est.),"Data Scientist
Location: Austin, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",3.6,"Takeda
3.6","Austin, TX","Baltimore, MD",1001 to 5000 employees,1860,Subsidiary or Business Segment,Security Services,Business Services,$1 to $5 million (USD),-1,0,0,68,125,96.5,"Takeda
",TX,0,160,0,0,0,0,0
Data Engineer,$108K-$174K (Glassdoor est.),"Data Engineer
Location: San Francisco, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.2,"Reynolds American
4.2","San Francisco, CA","Richland, WA",201 to 500 employees,1884,Other Organization,Insurance Carriers,Insurance,$10+ billion (USD),"Blue Cross Blue Shield, Visa",0,0,108,174,141.0,"Reynolds American
",CA,0,136,1,0,0,0,0
Lead Data Scientist,$140K-$211K (Glassdoor est.),"Lead Data Scientist
Location: Cambridge, MA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",4.6,"Blue Cross Blue Shield
4.6","Cambridge, MA","Cambridge, MA",5001 to 10000 employees,2015,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),-1,0,0,140,211,175.5,"Blue Cross Blue Shield
",MA,1,5,0,0,1,0,1
Lead Data Scientist,$32-$50 Per Hour(Glassdoor est.),"Lead Data Scientist
Location: New York, NY

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",4.8,"Lockheed Martin
4.8","New York, NY","New York, NY",201 to 500 employees,1947,Company - Public,IT Services,Information Technology,$1 to $5 million (USD),"Guardian Life, Blue Cross Blue Shield",1,0,64,100,82.0,"Lockheed Martin
",NY,1,73,1,0,0,1,1
Research Scientist,$122K-$166K (Glassdoor est.),"Research Scientist
Location: San Jose, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",4.6,"Affinity Solutions
4.6","San Jose, CA","Dallas, TX",1001 to 5000 employees,2014,Company - Public,Internet,Information Technology,$10 to $25 million (USD),"Novartis, Visa",0,0,122,166,144.0,"Affinity Solutions
",CA,0,6,1,0,1,0,1
Data Analyst,$72K-$103K (Glassdoor est.),"Data Analyst
Location: Cambridge, MA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.7,"Reynolds American
4.7","Cambridge, MA","Tampa, FL",5001 to 10000 employees,-1,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Logic20/20, Affinity Solutions",0,0,72,103,87.5,"Reynolds American
",MA,0,-1,1,0,0,0,1
Data Scientist,$80K-$141K (Glassdoor est.),"Data Scientist
Location: Dallas, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",4.2,"KnowBe4
4.2","Dallas, TX","Dallas, TX",501 to 1000 employees,1842,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,80,141,110.5,"KnowBe4
",TX,1,178,1,0,1,0,0
Data Scientist,$101K-$186K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.2,"IBM
3.2","New York, NY","Chicago, IL",10000+ employees,2010,Government,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,101,186,143.5,"IBM
",NY,0,10,1,0,0,0,0
Research Scientist,$103K-$172K (Glassdoor est.),"Research Scientist
Location: Boston, MA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",4.3,"Gallup
4.3","Boston, MA","Cambridge, MA",501 to 1000 employees,1955,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Tecolote Research, Takeda",0,0,103,172,137.5,"Gallup
",MA,1,65,1,0,0,1,0
Data Scientist,$30-$52 Per Hour(Glassdoor est.),"Data Scientist
Location: Richland, WA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",4.1,"Novartis
4.1","Richland, WA","Chicago, IL",5001 to 10000 employees,1844,Government,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,1,0,60,104,82.0,"Novartis
",WA,0,176,1,0,0,1,0
Data Engineer,$63K-$93K (Glassdoor est.),"Data Engineer
Location: Chicago, IL

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",3.0,"University of Maryland Medical System
3.0","Chicago, IL","Chicago, IL",201 to 500 employees,2015,Company - Public,Security Services,Business Services,$500 million to $1 billion (USD),"Liberty Mutual, CyrusOne",0,0,63,93,78.0,"University of Maryland Medical System
",IL,1,5,0,0,0,1,1
Senior Data Scientist,$108K-$170K (Glassdoor est.),"Senior Data Scientist
Location: Richland, WA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",3.4,"IBM
3.4","Richland, WA","Seattle, WA",1 to 50 employees,1929,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,108,170,139.0,"IBM
",WA,1,91,1,0,1,0,1
Data Scientist,$116K-$179K (Glassdoor est.),"Data Scientist
Location: Boston, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",-1.0,KnowBe4,"Boston, MA","Tampa, FL",51 to 200 employees,1946,Nonprofit Organization,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,0,0,116,179,147.5,KnowBe4,MA,0,74,1,0,1,0,1
Data Scientist,$81K-$129K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",4.9,"Tecolote Research
4.9","New York, NY","Cambridge, MA",51 to 200 employees,1851,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),-1,0,0,81,129,105.0,"Tecolote Research
",NY,0,169,0,0,0,1,1
Healthcare Data Scientist,$76K-$133K (Glassdoor est.),"Healthcare Data Scientist
Location: New York, NY

We are looking for a healthcare data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",3.9,"Reynolds American
3.9","New York, NY","Arlington, VA",10000+ employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),"Rochester Regional Health, Affinity Solutions",0,0,76,133,104.5,"Reynolds American
",NY,0,-1,1,0,0,1,0
Data Scientist,$78K-$127K (Glassdoor est.),"Data Scientist
Location: Arlington, VA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.9,"Amazon
3.9","Arlington, VA","Arlington, VA",201 to 500 employees,1939,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),-1,0,0,78,127,102.5,"Amazon
",VA,1,81,0,0,0,0,1
Senior Data Scientist,$115K-$179K (Glassdoor est.),"Senior Data Scientist
Location: Dallas, TX

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, SQL.",2.9,"PNNL
2.9","Dallas, TX","Dallas, TX",1001 to 5000 employees,1831,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Tecolote Research, Walmart",0,0,115,179,147.0,"PNNL
",TX,0,189,0,0,1,0,0
Data Scientist,$87K-$138K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",4.3,"KnowBe4
4.3","New York, NY","New York, NY",501 to 1000 employees,1895,Government,Internet,Information Technology,$10 to $25 million (USD),"ClearOne Advantage, Pfizer",0,0,87,138,112.5,"KnowBe4
",NY,1,125,0,0,1,0,1
Director of Data Science,$145K-$244K (Glassdoor est.),"Director of Data Science
Location: Clearwater, FL

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.5,"Amazon
4.5","Clearwater, FL","Tampa, FL",501 to 1000 employees,1917,Government,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,"PNNL, Gallup",0,0,145,244,194.5,"Amazon
",FL,1,103,1,0,0,0,0
Data Scientist,$79K-$138K (Glassdoor est.),"Data Scientist
Location: Austin, TX

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.6,"IBM
3.6","Austin, TX","Austin, TX",201 to 500 employees,1999,Other Organization,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,79,138,108.5,"IBM
",TX,1,21,1,0,0,0,1
Lead Data Scientist,$131K-$207K (Glassdoor est.),"Lead Data Scientist
Location: San Jose, CA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",3.9,"Blue Cross Blue Shield
3.9","San Jose, CA","Albuquerque, NM",1001 to 5000 employees,1869,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,131,207,169.0,"Blue Cross Blue Shield
",CA,0,151,1,0,0,1,0
Data Scientist,$77K-$116K (Glassdoor est.),"Data Scientist
Location: Clearwater, FL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",3.0,"ClearOne Advantage
3.0","Clearwater, FL","Tampa, FL",5001 to 10000 employees,1892,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,77,116,96.5,"ClearOne Advantage
",FL,1,128,0,0,1,0,1
Data Scientist,$20-$34 Per Hour(Glassdoor est.),"Data Scientist
Location: San Jose, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",4.2,"Reynolds American
4.2","San Jose, CA","San Francisco, CA",51 to 200 employees,1858,Company - Public,Internet,Information Technology,$50 to $100 million (USD),"Liberty Mutual, IBM",1,1,40,68,54.0,"Reynolds American
",CA,1,162,1,0,0,0,0
Lead Data Scientist,$76K-$116K (Glassdoor est.),"Lead Data Scientist
Location: Arlington, VA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.7,"Logic20/20
3.7","Arlington, VA","New York, NY",1 to 50 employees,1998,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,0,0,76,116,96.0,"Logic20/20
",VA,0,22,1,0,0,0,0
