InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
551397,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,4/13/2011 11:55,3.39,15962.0,United Kingdom
551397,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,4/13/2011 11:55,3.39,15962.0,United Kingdom
551397,22960,JAM MAKING SET WITH JARS,24,4/13/2011 11:55,4.25,15962.0,United Kingdom
551466,21212,PACK OF 72 RETROSPOT CAKE CASES,2,4/14/2011 10:25,0.55,17532.0,United Kingdom
551466,22913,RED COAT RACK PARIS FASHION,2,4/14/2011 10:25,4.95,17532.0,United Kingdom
551466,22633,HAND WARMER UNION JACK,24,4/14/2011 10:25,1.85,17532.0,United Kingdom
551466,21212,PACK OF 72 RETROSPOT CAKE CASES,4,4/14/2011 10:25,0.55,17532.0,United Kingdom
551466,21754,HOME BUILDING BLOCK WORD,48,4/14/2011 10:25,5.95,17532.0,United Kingdom
551466,22613,PACK OF 20 SPACEBOY NAPKINS,1,4/14/2011 10:25,0.85,17532.0,United Kingdom
551466,21755,LOVE BUILDING BLOCK WORD,24,4/14/2011 10:25,5.95,17532.0,United Kingdom
551466,20725,LUNCH BAG RED RETROSPOT,8,4/14/2011 10:25,1.65,17532.0,United Kingdom
551466,22197,SMALL POPCORN HOLDER,3,4/14/2011 10:25,0.85,17532.0,United Kingdom
551466,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,4/14/2011 10:25,2.55,17532.0,United Kingdom
551466,21777,RECIPE BOX WITH METAL HEART,3,4/14/2011 10:25,7.95,17532.0,United Kingdom
551466,71053,WHITE METAL LANTERN,3,4/14/2011 10:25,3.39,17532.0,United Kingdom
551466,23084,RABBIT NIGHT LIGHT,1,4/14/2011 10:25,2.08,17532.0,United Kingdom
551466,21755,LOVE BUILDING BLOCK WORD,24,4/14/2011 10:25,5.95,17532.0,United Kingdom
551466,22960,JAM MAKING SET WITH JARS,6,4/14/2011 10:25,4.25,17532.0,United Kingdom
551523,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,4/15/2011 9:09,4.95,,United Kingdom
551523,22310,IVORY KNITTED MUG COSY,2,4/15/2011 9:09,1.65,,United Kingdom
551523,22745,POPPY'S PLAYHOUSE BEDROOM,4,4/15/2011 9:09,2.1,,United Kingdom
551523,20725,LUNCH BAG RED RETROSPOT,4,4/15/2011 9:09,1.65,,United Kingdom
551569,21754,HOME BUILDING BLOCK WORD,24,4/15/2011 17:19,5.95,13403.0,France
551630,85099B,JUMBO BAG RED RETROSPOT,8,4/16/2011 9:53,1.95,17365.0,United Kingdom
551630,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,4/16/2011 9:53,4.25,17365.0,United Kingdom
551688,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,4/16/2011 15:46,4.25,15156.0,United Kingdom
551688,22197,SMALL POPCORN HOLDER,1,4/16/2011 15:46,0.85,15156.0,United Kingdom
551688,48187,DOORMAT NEW ENGLAND,48,4/16/2011 15:46,7.95,15156.0,United Kingdom
551688,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,4/16/2011 15:46,3.39,15156.0,United Kingdom
551688,21755,LOVE BUILDING BLOCK WORD,1,4/16/2011 15:46,5.95,15156.0,United Kingdom
551688,22913,RED COAT RACK PARIS FASHION,6,4/16/2011 15:46,4.95,15156.0,United Kingdom
551688,22633,HAND WARMER UNION JACK,6,4/16/2011 15:46,1.85,15156.0,United Kingdom
551688,22197,SMALL POPCORN HOLDER,8,4/16/2011 15:46,0.85,15156.0,United Kingdom
551688,22633,HAND WARMER UNION JACK,3,4/16/2011 15:46,1.85,15156.0,United Kingdom
551688,22748,POPPY'S PLAYHOUSE KITCHEN,6,4/16/2011 15:46,2.1,15156.0,United Kingdom
551688,21777,RECIPE BOX WITH METAL HEART,12,4/16/2011 15:46,7.95,15156.0,United Kingdom
551688,22633,HAND WARMER UNION JACK,1,4/16/2011 15:46,1.85,15156.0,United Kingdom
551688,21777,RECIPE BOX WITH METAL HEART,1,4/16/2011 15:46,7.95,15156.0,United Kingdom
551688,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,4/16/2011 15:46,3.39,15156.0,United Kingdom
551758,21212,PACK OF 72 RETROSPOT CAKE CASES,8,4/16/2011 18:36,0.55,13598.0,United Kingdom
551758,21754,HOME BUILDING BLOCK WORD,48,4/16/2011 18:36,5.95,13598.0,United Kingdom
551758,21777,RECIPE BOX WITH METAL HEART,2,4/16/2011 18:36,7.95,13598.0,United Kingdom
551758,48187,DOORMAT NEW ENGLAND,1,4/16/2011 18:36,7.95,13598.0,United Kingdom
551758,21212,PACK OF 72 RETROSPOT CAKE CASES,1,4/16/2011 18:36,0.55,13598.0,United Kingdom
551812,22745,POPPY'S PLAYHOUSE BEDROOM,8,4/17/2011 11:06,2.1,,United Kingdom
551812,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,4/17/2011 11:06,3.39,,United Kingdom
551812,85099B,JUMBO BAG RED RETROSPOT,12,4/17/2011 11:06,1.95,,United Kingdom
551812,23084,RABBIT NIGHT LIGHT,24,4/17/2011 11:06,2.08,,United Kingdom
551812,21777,RECIPE BOX WITH METAL HEART,2,4/17/2011 11:06,7.95,,United Kingdom
551812,47566,PARTY BUNTING,48,4/17/2011 11:06,4.95,,United Kingdom
551812,22197,,1,4/17/2011 11:06,0.85,,United Kingdom
551812,22423,REGENCY CAKESTAND 3 TIER,12,4/17/2011 11:06,12.75,,United Kingdom
551812,22720,SET OF 3 CAKE TINS PANTRY DESIGN,48,4/17/2011 11:06,4.95,,United Kingdom
551812,22197,SMALL POPCORN HOLDER,24,4/17/2011 11:06,0.85,,United Kingdom
551812,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,4/17/2011 11:06,4.95,,United Kingdom
551883,22423,REGENCY CAKESTAND 3 TIER,1,4/17/2011 14:46,12.75,15171.0,United Kingdom
551883,22632,HAND WARMER RED POLKA DOT,2,4/17/2011 14:46,1.85,15171.0,United Kingdom
551883,22423,REGENCY CAKESTAND 3 TIER,4,4/17/2011 14:46,12.75,15171.0,United Kingdom
551883,22913,RED COAT RACK PARIS FASHION,4,4/17/2011 14:46,4.95,15171.0,United Kingdom
551883,47566,PARTY BUNTING,3,4/17/2011 14:46,4.95,15171.0,United Kingdom
551883,22960,JAM MAKING SET WITH JARS,3,4/17/2011 14:46,4.25,15171.0,United Kingdom
551883,22197,SMALL POPCORN HOLDER,3,4/17/2011 14:46,0.85,15171.0,United Kingdom
551883,21777,RECIPE BOX WITH METAL HEART,1,4/17/2011 14:46,7.95,15171.0,United Kingdom
551883,84879,ASSORTED COLOUR BIRD ORNAMENT,6,4/17/2011 14:46,1.69,15171.0,United Kingdom
551883,85099B,JUMBO BAG RED RETROSPOT,4,4/17/2011 14:46,1.95,15171.0,United Kingdom
551883,21777,RECIPE BOX WITH METAL HEART,24,4/17/2011 14:46,7.95,15171.0,United Kingdom
551883,22632,HAND WARMER RED POLKA DOT,6,4/17/2011 14:46,1.85,15171.0,United Kingdom
551883,20725,LUNCH BAG RED RETROSPOT,2,4/17/2011 14:46,1.65,15171.0,United Kingdom
551883,22623,BOX OF VINTAGE JIGSAW BLOCKS,12,4/17/2011 14:46,4.95,15171.0,United Kingdom
551883,22632,HAND WARMER RED POLKA DOT,6,4/17/2011 14:46,1.85,15171.0,United Kingdom
551883,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,4/17/2011 14:46,2.55,15171.0,United Kingdom
551883,22310,IVORY KNITTED MUG COSY,24,4/17/2011 14:46,1.65,15171.0,United Kingdom
551883,21755,LOVE BUILDING BLOCK WORD,3,4/17/2011 14:46,5.95,15171.0,United Kingdom
551883,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,4/17/2011 14:46,3.39,15171.0,United Kingdom
551883,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,4/17/2011 14:46,2.55,15171.0,United Kingdom
551883,22633,HAND WARMER UNION JACK,6,4/17/2011 14:46,1.85,15171.0,United Kingdom
551883,21212,PACK OF 72 RETROSPOT CAKE CASES,1,4/17/2011 14:46,0.55,15171.0,United Kingdom
551935,22752,SET 7 BABUSHKA NESTING BOXES,24,4/17/2011 19:21,7.65,12506.0,United Kingdom
551935,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,4/17/2011 19:21,3.39,12506.0,United Kingdom
551935,22632,HAND WARMER RED POLKA DOT,3,4/17/2011 19:21,1.85,12506.0,United Kingdom
551935,22752,SET 7 BABUSHKA NESTING BOXES,3,4/17/2011 19:21,7.65,12506.0,United Kingdom
551935,71053,WHITE METAL LANTERN,2,4/17/2011 19:21,3.39,12506.0,United Kingdom
551935,22632,HAND WARMER RED POLKA DOT,4,4/17/2011 19:21,1.85,12506.0,United Kingdom
551935,22310,IVORY KNITTED MUG COSY,1,4/17/2011 19:21,1.65,12506.0,United Kingdom
551935,48187,DOORMAT NEW ENGLAND,1,4/17/2011 19:21,7.95,12506.0,United Kingdom
551935,22310,IVORY KNITTED MUG COSY,3,4/17/2011 19:21,1.65,12506.0,United Kingdom
551935,22197,SMALL POPCORN HOLDER,8,4/17/2011 19:21,0.85,12506.0,United Kingdom
551935,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,4/17/2011 19:21,4.95,12506.0,United Kingdom
551935,20725,LUNCH BAG RED RETROSPOT,3,4/17/2011 19:21,1.65,12506.0,United Kingdom
551935,21755,LOVE BUILDING BLOCK WORD,8,4/17/2011 19:21,5.95,12506.0,United Kingdom
551935,22633,HAND WARMER UNION JACK,3,4/17/2011 19:21,1.85,12506.0,United Kingdom
551935,20725,LUNCH BAG RED RETROSPOT,48,4/17/2011 19:21,1.65,12506.0,United Kingdom
551935,22423,REGENCY CAKESTAND 3 TIER,8,4/17/2011 19:21,12.75,12506.0,United Kingdom
551935,22752,SET 7 BABUSHKA NESTING BOXES,6,4/17/2011 19:21,7.65,12506.0,United Kingdom
551935,71053,WHITE METAL LANTERN,24,4/17/2011 19:21,3.39,12506.0,United Kingdom
551935,22960,JAM MAKING SET WITH JARS,3,4/17/2011 19:21,4.25,12506.0,United Kingdom
551935,84879,ASSORTED COLOUR BIRD ORNAMENT,48,4/17/2011 19:21,1.69,12506.0,United Kingdom
551935,48187,DOORMAT NEW ENGLAND,48,4/17/2011 19:21,7.95,12506.0,United Kingdom
551935,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,4/17/2011 19:21,3.39,12506.0,United Kingdom
552004,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,4/18/2011 11:37,3.39,17949.0,United Kingdom
552004,85099B,JUMBO BAG RED RETROSPOT,8,4/18/2011 11:37,1.95,17949.0,United Kingdom
552004,22613,PACK OF 20 SPACEBOY NAPKINS,6,4/18/2011 11:37,0.85,17949.0,United Kingdom
552004,22960,JAM MAKING SET WITH JARS,4,4/18/2011 11:37,4.25,17949.0,United Kingdom
552004,22913,RED COAT RACK PARIS FASHION,48,4/18/2011 11:37,4.95,17949.0,United Kingdom
552004,84406B,CREAM CUPID HEARTS COAT HANGER,6,4/18/2011 11:37,2.75,17949.0,United Kingdom
552004,21777,RECIPE BOX WITH METAL HEART,2,4/18/2011 11:37,7.95,17949.0,United Kingdom
552004,22745,POPPY'S PLAYHOUSE BEDROOM,8,4/18/2011 11:37,2.1,17949.0,United Kingdom
552004,21777,RECIPE BOX WITH METAL HEART,4,4/18/2011 11:37,7.95,17949.0,United Kingdom
552004,21755,LOVE BUILDING BLOCK WORD,12,4/18/2011 11:37,5.95,17949.0,United Kingdom
552075,84406B,CREAM CUPID HEARTS COAT HANGER,24,4/18/2011 18:57,2.75,,United Kingdom
552075,84406B,,12,4/18/2011 18:57,2.75,,United Kingdom
552075,85099B,JUMBO BAG RED RETROSPOT,3,4/18/2011 18:57,1.95,,United Kingdom
552075,22748,POPPY'S PLAYHOUSE KITCHEN,6,4/18/2011 18:57,2.1,,United Kingdom
552075,22197,SMALL POPCORN HOLDER,4,4/18/2011 18:57,0.85,,United Kingdom
552075,22745,POPPY'S PLAYHOUSE BEDROOM,12,4/18/2011 18:57,2.1,,United Kingdom
552075,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,4/18/2011 18:57,3.39,,United Kingdom
552075,47566,PARTY BUNTING,2,4/18/2011 18:57,4.95,,United Kingdom
552075,21755,LOVE BUILDING BLOCK WORD,8,4/18/2011 18:57,5.95,,United Kingdom
552075,21212,PACK OF 72 RETROSPOT CAKE CASES,12,4/18/2011 18:57,0.55,,United Kingdom
552075,22913,RED COAT RACK PARIS FASHION,8,4/18/2011 18:57,4.95,,United Kingdom
552147,21212,PACK OF 72 RETROSPOT CAKE CASES,1,4/19/2011 10:55,0.55,12499.0,United Kingdom
552147,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,4/19/2011 10:55,3.39,12499.0,United Kingdom
552147,71053,WHITE METAL LANTERN,4,4/19/2011 10:55,3.39,12499.0,United Kingdom
552147,21212,PACK OF 72 RETROSPOT CAKE CASES,12,4/19/2011 10:55,0.55,12499.0,United Kingdom
552147,22720,SET OF 3 CAKE TINS PANTRY DESIGN,24,4/19/2011 10:55,4.95,12499.0,United Kingdom
552147,21212,PACK OF 72 RETROSPOT CAKE CASES,48,4/19/2011 10:55,0.55,12499.0,United Kingdom
552147,22310,IVORY KNITTED MUG COSY,24,4/19/2011 10:55,1.65,12499.0,United Kingdom
552147,22310,IVORY KNITTED MUG COSY,1,4/19/2011 10:55,1.65,12499.0,United Kingdom
552147,22633,HAND WARMER UNION JACK,6,4/19/2011 10:55,1.85,12499.0,United Kingdom
552147,71053,WHITE METAL LANTERN,6,4/19/2011 10:55,3.39,12499.0,United Kingdom
552147,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,4/19/2011 10:55,4.95,12499.0,United Kingdom
552147,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,4/19/2011 10:55,3.39,12499.0,United Kingdom
552147,21754,HOME BUILDING BLOCK WORD,8,4/19/2011 10:55,5.95,12499.0,United Kingdom
552147,21777,RECIPE BOX WITH METAL HEART,1,4/19/2011 10:55,7.95,12499.0,United Kingdom
552147,22423,REGENCY CAKESTAND 3 TIER,24,4/19/2011 10:55,12.75,12499.0,United Kingdom
552147,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,4/19/2011 10:55,3.39,12499.0,United Kingdom
552147,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,4/19/2011 10:55,2.55,12499.0,United Kingdom
552147,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,4/19/2011 10:55,2.55,12499.0,United Kingdom
552190,21777,RECIPE BOX WITH METAL HEART,48,4/20/2011 11:19,7.95,14058.0,United Kingdom
552190,22613,PACK OF 20 SPACEBOY NAPKINS,6,4/20/2011 11:19,0.85,14058.0,United Kingdom
552190,22748,POPPY'S PLAYHOUSE KITCHEN,3,4/20/2011 11:19,2.1,14058.0,United Kingdom
552190,21212,PACK OF 72 RETROSPOT CAKE CASES,3,4/20/2011 11:19,0.55,14058.0,United Kingdom
552190,22745,POPPY'S PLAYHOUSE BEDROOM,48,4/20/2011 11:19,2.1,14058.0,United Kingdom
552190,22632,HAND WARMER RED POLKA DOT,24,4/20/2011 11:19,1.85,14058.0,United Kingdom
552190,48187,DOORMAT NEW ENGLAND,24,4/20/2011 11:19,7.95,14058.0,United Kingdom
552190,22423,REGENCY CAKESTAND 3 TIER,3,4/20/2011 11:19,12.75,14058.0,United Kingdom
552190,22748,POPPY'S PLAYHOUSE KITCHEN,48,4/20/2011 11:19,2.1,14058.0,United Kingdom
552190,22632,HAND WARMER RED POLKA DOT,12,4/20/2011 11:19,1.85,14058.0,United Kingdom
552240,23084,RABBIT NIGHT LIGHT,6,4/21/2011 11:10,2.08,12590.0,United Kingdom
552240,22632,HAND WARMER RED POLKA DOT,48,4/21/2011 11:10,1.85,12590.0,United Kingdom
552240,22632,HAND WARMER RED POLKA DOT,8,4/21/2011 11:10,1.85,12590.0,United Kingdom
552240,48187,DOORMAT NEW ENGLAND,24,4/21/2011 11:10,7.95,12590.0,United Kingdom
552240,22197,SMALL POPCORN HOLDER,2,4/21/2011 11:10,0.85,12590.0,United Kingdom
552240,22748,POPPY'S PLAYHOUSE KITCHEN,6,4/21/2011 11:10,2.1,12590.0,United Kingdom
552240,48187,DOORMAT NEW ENGLAND,4,4/21/2011 11:10,7.95,12590.0,United Kingdom
552240,71053,WHITE METAL LANTERN,6,4/21/2011 11:10,3.39,12590.0,United Kingdom
552240,22310,IVORY KNITTED MUG COSY,48,4/21/2011 11:10,1.65,12590.0,United Kingdom
552240,85099B,JUMBO BAG RED RETROSPOT,4,4/21/2011 11:10,1.95,12590.0,United Kingdom
552240,22913,RED COAT RACK PARIS FASHION,1,4/21/2011 11:10,4.95,12590.0,United Kingdom
552304,23084,RABBIT NIGHT LIGHT,24,4/21/2011 17:24,2.08,14660.0,United Kingdom
552304,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,4/21/2011 17:24,3.39,14660.0,United Kingdom
552304,47566,PARTY BUNTING,8,4/21/2011 17:24,4.95,14660.0,United Kingdom
552304,22613,PACK OF 20 SPACEBOY NAPKINS,4,4/21/2011 17:24,0.85,14660.0,United Kingdom
552304,22913,RED COAT RACK PARIS FASHION,3,4/21/2011 17:24,4.95,14660.0,United Kingdom
552304,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,4/21/2011 17:24,4.25,14660.0,United Kingdom
552304,22423,REGENCY CAKESTAND 3 TIER,8,4/21/2011 17:24,12.75,14660.0,United Kingdom
552304,21777,RECIPE BOX WITH METAL HEART,48,4/21/2011 17:24,7.95,14660.0,United Kingdom
552304,22748,POPPY'S PLAYHOUSE KITCHEN,1,4/21/2011 17:24,2.1,14660.0,United Kingdom
552304,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,4/21/2011 17:24,4.25,14660.0,United Kingdom
552304,23084,RABBIT NIGHT LIGHT,1,4/21/2011 17:24,2.08,14660.0,United Kingdom
552304,22633,HAND WARMER UNION JACK,4,4/21/2011 17:24,1.85,14660.0,United Kingdom
552304,21754,HOME BUILDING BLOCK WORD,1,4/21/2011 17:24,5.95,14660.0,United Kingdom
552304,22633,HAND WARMER UNION JACK,2,4/21/2011 17:24,1.85,14660.0,United Kingdom
552367,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,4/22/2011 11:14,4.25,13750.0,United Kingdom
552367,22748,POPPY'S PLAYHOUSE KITCHEN,4,4/22/2011 11:14,2.1,13750.0,United Kingdom
552367,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,8,4/22/2011 11:14,4.25,13750.0,United Kingdom
552367,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,4/22/2011 11:14,3.39,13750.0,United Kingdom
552367,22633,HAND WARMER UNION JACK,12,4/22/2011 11:14,1.85,13750.0,United Kingdom
552367,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,4/22/2011 11:14,4.95,13750.0,United Kingdom
552367,21755,LOVE BUILDING BLOCK WORD,3,4/22/2011 11:14,5.95,13750.0,United Kingdom
552367,22623,BOX OF VINTAGE JIGSAW BLOCKS,8,4/22/2011 11:14,4.95,13750.0,United Kingdom
552367,21754,HOME BUILDING BLOCK WORD,24,4/22/2011 11:14,5.95,13750.0,United Kingdom
552367,48187,DOORMAT NEW ENGLAND,48,4/22/2011 11:14,7.95,13750.0,United Kingdom
552367,21212,PACK OF 72 RETROSPOT CAKE CASES,48,4/22/2011 11:14,0.55,13750.0,United Kingdom
552367,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,4/22/2011 11:14,3.39,13750.0,United Kingdom
552367,22310,IVORY KNITTED MUG COSY,8,4/22/2011 11:14,1.65,13750.0,United Kingdom
552367,22623,BOX OF VINTAGE JIGSAW BLOCKS,24,4/22/2011 11:14,4.95,13750.0,United Kingdom
552367,23084,RABBIT NIGHT LIGHT,2,4/22/2011 11:14,2.08,13750.0,United Kingdom
552367,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,4/22/2011 11:14,4.25,13750.0,United Kingdom
552367,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,4/22/2011 11:14,4.95,13750.0,United Kingdom
552367,22310,IVORY KNITTED MUG COSY,4,4/22/2011 11:14,1.65,13750.0,United Kingdom
552367,20725,LUNCH BAG RED RETROSPOT,2,4/22/2011 11:14,1.65,13750.0,United Kingdom
552367,22913,RED COAT RACK PARIS FASHION,12,4/22/2011 11:14,4.95,13750.0,United Kingdom
552367,22197,SMALL POPCORN HOLDER,6,4/22/2011 11:14,0.85,13750.0,United Kingdom
552367,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,4/22/2011 11:14,3.39,13750.0,United Kingdom
552423,84879,ASSORTED COLOUR BIRD ORNAMENT,48,4/22/2011 14:19,1.69,16660.0,Germany
552423,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,4/22/2011 14:19,3.39,16660.0,Germany
552423,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,4/22/2011 14:19,3.39,16660.0,Germany
552423,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,4/22/2011 14:19,4.25,16660.0,Germany
552423,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,4/22/2011 14:19,4.25,16660.0,Germany
552423,22310,IVORY KNITTED MUG COSY,24,4/22/2011 14:19,1.65,16660.0,Germany
552423,22632,HAND WARMER RED POLKA DOT,2,4/22/2011 14:19,1.85,16660.0,Germany
552423,21212,PACK OF 72 RETROSPOT CAKE CASES,3,4/22/2011 14:19,0.55,16660.0,Germany
552494,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,4/22/2011 18:29,4.25,,United Kingdom
552494,47566,PARTY BUNTING,3,4/22/2011 18:29,4.95,,United Kingdom
552494,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,4/22/2011 18:29,3.39,,United Kingdom
552494,22913,RED COAT RACK PARIS FASHION,4,4/22/2011 18:29,4.95,,United Kingdom
552494,84406B,,3,4/22/2011 18:29,2.75,,United Kingdom
552494,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,4/22/2011 18:29,4.95,,United Kingdom
552494,22613,PACK OF 20 SPACEBOY NAPKINS,3,4/22/2011 18:29,0.85,,United Kingdom
552494,21730,,1,4/22/2011 18:29,4.25,,United Kingdom
552494,21212,PACK OF 72 RETROSPOT CAKE CASES,3,4/22/2011 18:29,0.55,,United Kingdom
552494,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,4/22/2011 18:29,4.95,,United Kingdom
552494,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,4/22/2011 18:29,4.25,,United Kingdom
552494,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,4/22/2011 18:29,4.25,,United Kingdom
552494,84406B,CREAM CUPID HEARTS COAT HANGER,1,4/22/2011 18:29,2.75,,United Kingdom
552559,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,48,4/23/2011 9:22,4.25,15715.0,United Kingdom
552559,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,4/23/2011 9:22,3.39,15715.0,United Kingdom
552559,21777,RECIPE BOX WITH METAL HEART,6,4/23/2011 9:22,7.95,15715.0,United Kingdom
552559,21754,HOME BUILDING BLOCK WORD,2,4/23/2011 9:22,5.95,15715.0,United Kingdom
552559,84879,ASSORTED COLOUR BIRD ORNAMENT,24,4/23/2011 9:22,1.69,15715.0,United Kingdom
552559,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,4/23/2011 9:22,2.55,15715.0,United Kingdom
552559,22423,REGENCY CAKESTAND 3 TIER,8,4/23/2011 9:22,12.75,15715.0,United Kingdom
552559,22310,IVORY KNITTED MUG COSY,12,4/23/2011 9:22,1.65,15715.0,United Kingdom
552559,85099B,JUMBO BAG RED RETROSPOT,48,4/23/2011 9:22,1.95,15715.0,United Kingdom
552559,48187,DOORMAT NEW ENGLAND,2,4/23/2011 9:22,7.95,15715.0,United Kingdom
552559,22613,PACK OF 20 SPACEBOY NAPKINS,8,4/23/2011 9:22,0.85,15715.0,United Kingdom
552559,22752,SET 7 BABUSHKA NESTING BOXES,48,4/23/2011 9:22,7.65,15715.0,United Kingdom
552631,84879,ASSORTED COLOUR BIRD ORNAMENT,48,4/23/2011 13:04,1.69,14405.0,United Kingdom
552631,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,4/23/2011 13:04,4.95,14405.0,United Kingdom
552631,23084,RABBIT NIGHT LIGHT,48,4/23/2011 13:04,2.08,14405.0,United Kingdom
552631,22632,HAND WARMER RED POLKA DOT,4,4/23/2011 13:04,1.85,14405.0,United Kingdom
552631,21777,RECIPE BOX WITH METAL HEART,8,4/23/2011 13:04,7.95,14405.0,United Kingdom
552631,71053,WHITE METAL LANTERN,1,4/23/2011 13:04,3.39,14405.0,United Kingdom
552631,22748,POPPY'S PLAYHOUSE KITCHEN,3,4/23/2011 13:04,2.1,14405.0,United Kingdom
552631,48187,DOORMAT NEW ENGLAND,6,4/23/2011 13:04,7.95,14405.0,United Kingdom
552631,22423,REGENCY CAKESTAND 3 TIER,24,4/23/2011 13:04,12.75,14405.0,United Kingdom
552631,22310,IVORY KNITTED MUG COSY,2,4/23/2011 13:04,1.65,14405.0,United Kingdom
552631,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,4/23/2011 13:04,4.95,14405.0,United Kingdom
552631,22310,IVORY KNITTED MUG COSY,6,4/23/2011 13:04,1.65,14405.0,United Kingdom
C552691,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-12,4/23/2011 18:52,4.95,12950.0,United Kingdom
C552691,21754,HOME BUILDING BLOCK WORD,-24,4/23/2011 18:52,5.95,12950.0,United Kingdom
C552691,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-12,4/23/2011 18:52,3.39,12950.0,United Kingdom
C552691,21212,PACK OF 72 RETROSPOT CAKE CASES,-12,4/23/2011 18:52,0.55,12950.0,United Kingdom
552760,20725,LUNCH BAG RED RETROSPOT,3,4/24/2011 8:15,1.65,12691.0,United Kingdom
552760,23084,RABBIT NIGHT LIGHT,2,4/24/2011 8:15,2.08,12691.0,United Kingdom
552760,23084,RABBIT NIGHT LIGHT,3,4/24/2011 8:15,2.08,12691.0,United Kingdom
552760,22633,HAND WARMER UNION JACK,12,4/24/2011 8:15,1.85,12691.0,United Kingdom
552760,22720,SET OF 3 CAKE TINS PANTRY DESIGN,48,4/24/2011 8:15,4.95,12691.0,United Kingdom
552760,22752,SET 7 BABUSHKA NESTING BOXES,8,4/24/2011 8:15,7.65,12691.0,United Kingdom
552760,84879,ASSORTED COLOUR BIRD ORNAMENT,4,4/24/2011 8:15,1.69,12691.0,United Kingdom
552760,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,4/24/2011 8:15,4.95,12691.0,United Kingdom
552760,22752,SET 7 BABUSHKA NESTING BOXES,12,4/24/2011 8:15,7.65,12691.0,United Kingdom
552760,22745,POPPY'S PLAYHOUSE BEDROOM,12,4/24/2011 8:15,2.1,12691.0,United Kingdom
552760,22748,POPPY'S PLAYHOUSE KITCHEN,2,4/24/2011 8:15,2.1,12691.0,United Kingdom
552760,22623,BOX OF VINTAGE JIGSAW BLOCKS,48,4/24/2011 8:15,4.95,12691.0,United Kingdom
552760,48187,DOORMAT NEW ENGLAND,4,4/24/2011 8:15,7.95,12691.0,United Kingdom
552760,21212,PACK OF 72 RETROSPOT CAKE CASES,8,4/24/2011 8:15,0.55,12691.0,United Kingdom
552760,22748,POPPY'S PLAYHOUSE KITCHEN,8,4/24/2011 8:15,2.1,12691.0,United Kingdom
